user_id,experiment_viewed_ga_first_binary,experiment_ga,variation_ga,device_category_ga,experiment_assignment_hubspot_binary,experiment_hubspot,variation_hubspot,application_started_first_binary,form_interaction_first_binary,application_first_binary,lead_first_binary,interview_first_binary,admitted_first_binary,financing_confirmed_first_binary
7b2a017f-78f5-42d8-9e19-71ea7974d37f,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
b371f040-1295-46a9-a1dc-c1024f5f312b,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
efe10767-e216-43da-b0fa-1aca47376263,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
319f196a-eb58-43e5-b2a5-3cfc4160902e,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
a9bdb992-cd96-417f-8972-c3ea8f5a2d32,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
3939f1d4-df88-40cc-a969-85e9aec07b1d,1,chatbot,True,mobile,1,chatbot,True,1,1,1,1,1,0,0
fc82d4b7-36fc-41a8-8fdd-3c208a83af60,1,chatbot,True,desktop,0,,,1,0,0,0,0,0,0
0dd94db9-4378-4b6f-8651-ca032125b5b7,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
8278b2b9-70bb-4422-beae-2ca8e925e8b9,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
11335103-7c3a-4304-8a2b-b97be86a9260,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
99aa61bf-008c-48ac-8def-1a1689409172,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
fb47c0c6-2e55-434f-9537-7e70948daef6,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
d057505a-7d2f-4a00-ad60-a619b646832a,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
0229c044-a532-43e9-bd2f-3c3cbdbae393,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
c4bbd199-2db3-4b4a-b2fd-14d2cc350bc6,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
34f3359a-8210-490a-82b0-3353a499e663,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
b731dab7-f91e-4eea-88fb-1c1b28d9fc72,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
27862512-f55c-4331-8c1f-b5c2e66e44f0,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
d5717bd6-ede4-48c4-b198-1c612bb4e426,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
01554205-0d31-4e53-9cab-fa23ceb02fd5,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
650a27e7-4569-434b-9c61-bed44091af84,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
522c329e-49b8-4b17-ad02-b81560e4090e,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
98542745-74ac-4aaa-97f8-7a73888a3b28,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
acf9d653-39b5-4ed9-825e-0d148c528e5d,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
f2e66271-9de7-4856-8e31-b54a02bd4c8f,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
aa9b49d3-4d57-46fd-8e5b-d6cb16dd8705,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
51c8775b-dacf-4bbb-b5b1-6f0b0d41af03,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
76626d0e-5115-4768-a64e-b39b8f9660f3,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
fbf26ad4-a936-4638-80e2-a98d46a1d0da,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
ad311f6a-d0b2-4f80-8d69-05eec1521110,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
32db08c8-07b3-4e32-bb03-87efa5a78d11,1,chatbot,False,mobile,1,chatbot,False,1,1,1,1,0,0,0
7af05c15-42ff-4562-ae3e-317865307da6,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
2cca8416-98e6-4023-9f6a-248b7105bdd1,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
1471763a-3f4e-4fba-8fa5-7a7133dbbc95,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
cbc95742-e68c-4733-a678-2bacf6ff5376,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
6e6a9794-be58-47fb-add5-2c9b3ac6b9cf,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
4bf5e93c-8e97-4e2b-af9c-b8954f421a9a,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
7930433b-8f40-4096-93f9-80ec93faa75e,1,chatbot,False,mobile,0,,,0,1,1,0,0,0,0
8d8c7f9e-6895-4944-ad1a-34f92071299c,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
0c3416d7-18e5-48ab-9e51-8e99bd5a1504,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
af5471d9-e35f-4bc2-a33b-7a5d37ac7f51,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
762e24f2-dba9-4d01-a879-e1645577c65f,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
c0859c35-d6c3-4be1-82aa-1899a046cc3f,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
118ef821-0c27-4061-a228-ba915826f4fa,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
a0905eb7-91ef-47b4-a0c7-81f4be0b9e70,1,chatbot,True,mobile,1,chatbot,True,1,1,1,1,0,0,0
d2d883b8-2674-4b07-92b6-86179feb3637,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
2c0db598-e49f-4d2b-bd87-25a1732c18f3,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
f88b6d72-b18e-499f-abe3-7b43ee274d73,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
a0f6cc94-5675-4285-b7f4-4a8de43b9525,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
eb64a17a-f1ed-4313-a76b-3cd2c018f41d,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
8c7a6b17-136f-496a-99aa-766c3664ec03,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
604727ab-45ab-4b58-9bde-9e2111c4e279,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
22b46e01-939b-4236-8049-f9e86828c409,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
1e06542a-9589-4d3d-9e04-ade65b9c4681,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
ddde2945-90d2-4c47-998a-b420703b6099,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
60f22af7-cdba-4011-a0b0-6dd03fc3e95d,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
8d1beabd-4390-4110-9bf4-b389f4c3c24e,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
2897bac4-05d1-460a-8119-139f50248cb7,1,chatbot,True,mobile,1,chatbot,True,1,1,1,1,0,0,0
85dc5841-9306-47ee-9289-dd81fb837ecc,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
aeeff3d7-ee04-4007-be42-f836850fc0f6,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
e1e28a72-e630-4e16-a3b2-513985d00289,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
6c3bca66-6940-412a-9f15-c1d70376d68b,1,chatbot,True,mobile,0,,,0,1,0,0,0,0,0
8ac0f1ea-284d-4a9a-8966-e21dab04d4fd,1,chatbot,False,mobile,0,,,0,1,0,0,0,0,0
2a223f76-a034-4bd6-a395-5b9e744dd6e9,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
4bac5752-2aeb-43a5-a060-01359ce1a998,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
00073dce-0a8c-4438-a734-bf144d0e4cd6,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
44579f31-c71b-47bb-a029-753711c81540,1,chatbot,True,mobile,0,,,0,1,0,0,0,0,0
14f3f635-a83b-4f5a-949f-d559c48ce1ee,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
ecdfae81-4c1e-4c46-b1ce-d7a00cfda109,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
b3b2eca6-b111-4ed1-bbe4-89d39907f626,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
826fb824-0436-406c-8264-dae95ab31509,1,chatbot,False,mobile,1,chatbot,False,1,1,1,1,0,0,0
1e99f77c-3454-42d7-8d72-81664a0234a4,1,chatbot,False,mobile,1,chatbot,False,1,1,1,1,0,0,0
c749d222-950a-4f1b-ba38-13bcb48053f1,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
b45bb499-2761-4e4a-b342-5591ec4cb1f8,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
d5f6bc5f-b3e5-4557-b830-93cd2109c51f,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
166eeff7-1a8f-4f1f-bed4-283833d64757,1,chatbot,False,mobile,1,chatbot,False,1,1,1,1,0,0,0
730693b3-d89c-4f53-93fe-b1a588a23053,1,chatbot,False,mobile,1,chatbot,False,0,1,0,1,0,0,0
3dd0fa80-78bb-46dd-a1fa-6405f0299915,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
12c7abb7-dcc2-4525-a914-6e0e7d183bd6,1,chatbot,False,mobile,1,chatbot,False,1,1,1,1,0,0,0
6821eabd-ee40-4a5f-be7b-7f98e63ede89,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
f4f364e7-cce6-4b41-a4ea-ee43cc4aa863,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
8f9afc07-ace6-4783-bd1e-7afbc06bf141,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
88d473d8-c240-48e1-b2e0-1d2c6a55ad8d,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
de32e596-7611-4732-8041-640f3aaacb2d,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
548f29f9-7c9e-47e1-9bb7-4671da8b8642,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
e9d04db0-c588-4064-9407-2b549bf33d4f,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
1385ae74-13da-42cc-a09b-e9119bb62445,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
fe850ab9-e5b6-4616-8d98-ea76698531f5,1,chatbot,False,mobile,1,chatbot,False,1,1,1,1,0,0,0
63781527-ddca-4160-80d1-0376652d240f,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
6316f1dc-cc5b-4f54-8ba2-c17da296fb66,1,chatbot,False,mobile,0,,,0,1,0,0,0,0,0
bcf2cc35-c547-4913-b439-2ccfcc670431,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
141b0956-a2e4-4f27-87f5-8587fc9f6558,1,chatbot,True,mobile,1,chatbot,True,1,1,1,1,0,0,0
835dd862-8dcd-4193-91e4-ab1e1412b85d,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
6868b4f1-fb75-4059-989d-ba9d61e84221,1,chatbot,True,desktop,0,,,1,0,0,0,0,0,0
f8bcc865-b9b4-409f-9a9d-abf911772d59,1,chatbot,False,desktop,0,,,0,0,0,0,0,0,0
95acfa20-459f-43ed-a00c-083ebf4848c3,1,chatbot,False,desktop,1,chatbot,False,1,1,1,1,0,0,0
8c8d9376-4f01-47f6-a99d-b013dcdf46df,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
9fca4529-013b-48c4-85d0-d7f552e64460,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
001fd57c-33f6-4c4f-b81f-92ae92c0151e,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
0f3b83c0-6f74-4393-92b7-5592368e1a16,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
950dbe5b-4170-4e14-8c5a-53a476cbddc4,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
7e9194a2-d335-4a36-bf63-17efcc2dff1d,1,chatbot,False,mobile,1,chatbot,False,1,1,1,1,0,0,0
798f9e09-5146-4a79-8a41-ce2930925d83,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
3283c06d-34f1-4b5a-843b-ed1929195e2e,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
7fcf6fe6-0672-4cd3-bab3-af690c6de68c,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
3615dbdc-0341-418d-b51c-cf727c8117b7,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
64712c5b-6b0b-41ed-9180-6f518ede3f10,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
16ad4846-284e-40c6-ad8d-f71538294871,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
1663de8a-29a2-4b5e-a64a-700145824cd7,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
11f39388-4b54-4f51-8c9e-a3cc298386e7,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
ed276517-74b8-4307-9cb7-494a1da5d6e9,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
aa5d28dd-f3fb-485f-8a46-5c1d8e7224fc,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
442ae776-79a8-4cce-af9b-6fdc10a75596,1,chatbot,False,mobile,1,chatbot,False,1,1,1,1,0,0,0
8ab0d998-1aef-469f-bd73-cbf9f222595a,1,chatbot,False,mobile,1,chatbot,False,1,1,1,1,0,0,0
4ee66997-379c-4121-9311-18bfcb61bb58,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
1068d683-38a6-43f1-86cd-44566d108b6b,1,chatbot,False,mobile,1,chatbot,False,0,1,0,1,0,0,0
c73dd521-e221-4722-b203-1c92131b0414,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
54eee06b-f80e-4c74-adc8-070151fc4598,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
b5432b39-80e4-498f-bed3-3113a620e8f7,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
92ad0fca-c374-4157-b3b1-39f9f83ed1b3,1,chatbot,False,mobile,1,chatbot,False,1,1,1,1,0,0,0
855acc85-4fa3-4067-a5a0-d08132445f12,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
96102d68-3ba6-4f08-930f-4dae12ab93c6,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
a0725ea4-6572-43ad-8c2e-b44be318a9ae,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
7e865564-c2a1-4fea-bfe3-fdba3cf9bcb3,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
a12175f5-40a5-4236-9759-8bd611ced8fa,1,chatbot,True,desktop,0,,,0,1,0,0,0,0,0
85b95830-c125-48d9-829f-d43683b31e5f,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
4d40a24d-7820-43ed-8e24-79f7ec962dea,1,chatbot,False,mobile,0,,,0,0,0,0,0,0,0
9b2c3bfe-19fd-48a7-93d9-5d7c2696d97a,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
477e9dc5-9504-43ff-a57e-935438b13526,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
0d9369d1-858b-40d4-9f28-6a2ae5ce60ff,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
2380ee7a-9aa8-493f-b9e3-f5d2ace12bfb,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
a0526f0e-0d09-4bf9-9968-2dd862187fd7,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
bbdbdb69-f0d2-42e0-962c-24bb4be79956,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
a41725f8-b158-431a-b299-85cea764951f,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
ffe8a25c-1d9f-4ecc-8d5d-4f2431f8a071,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
0e647490-83a8-4d49-a80f-74e27831ed86,1,chatbot,True,mobile,0,,,1,0,0,0,0,0,0
437a9041-b74f-44fb-bcd2-95da98410c8e,1,chatbot,True,mobile,1,chatbot,True,1,1,1,1,0,0,0
62cd21ae-bde2-4b09-9619-0b436ec384b7,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
3efc197a-6231-4229-8a07-2b43d3507c2e,1,chatbot,True,desktop,0,,,1,1,1,0,0,0,0
87c57b6c-efca-4596-8d9f-f60460ee23c3,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
e7636a6c-4931-465a-88f5-0f76197389e8,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
99f1c159-ee52-4bf4-b315-49447186f91f,1,chatbot,True,mobile,1,chatbot,True,0,1,0,1,0,0,0
7960814e-77fa-47e7-832e-cd4fee573151,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
532282c4-7eda-43d5-9e7b-6ffaf62b295b,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
5204471b-a2fb-4a55-bb7f-28ca7e6371f3,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
c6a1ab15-d1a8-4062-8d73-ca2302e973b1,1,chatbot,False,mobile,0,,,1,0,0,0,0,0,0
bcf71e46-663a-4196-a194-5c2d7f055150,1,chatbot,False,mobile,0,,,1,1,0,0,0,0,0
6249b2a9-4354-4ca3-b6f5-38f6c25fa51e,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
77c28833-d83f-404a-a809-f28621241112,1,chatbot,True,mobile,0,,,1,1,0,0,0,0,0
01752c44-83ae-46a9-9fe8-2d4686ef6f26,1,chatbot,True,mobile,0,,,0,0,0,0,0,0,0
5085be66-0845-48ba-8ba0-2507443c7cbe,1,chatbot,True,desktop,0,,,0,0,0,0,0,0,0
